"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_nonprofit.org","FirstLinkDate_alsnonprofit.org","LastLinkDate_nonprofit.org"
555,"el-rincon.net",809,-1,1,1,4217,118939,40639,28/01/2008 00:00,10/08/2013 00:00,"217.76.130.52","217.76.130.0","ES","net",25,0,1,03/08/2012 00:00,03/08/2012 00:00
556,"nevadaadrc.com",133,-1,1,1,1872,248348,100107,03/06/2008 00:00,10/08/2013 00:00,"205.186.182.63","205.186.182.0","US","com",15,24,1,13/10/2008 00:00,13/10/2008 00:00
557,"nvseniorguide.com",276,-1,1,1,3364,17347,15820,02/05/2009 00:00,31/07/2013 00:00,"50.22.35.189","50.22.35.0","US","com",28,25,1,10/06/2009 00:00,10/06/2009 00:00
558,"sevgilim.info",2,-1,1,1,2,394488,394487,19/02/2009 00:00,12/11/2009 00:00,"82.98.86.163","82.98.86.0","DE","info",4,0,1,15/10/2009 00:00,15/10/2009 00:00
559,"teamcb.info",1705,-1,1,1,7523,117090,38730,28/04/2009 00:00,10/08/2013 00:00,"208.109.181.179","208.109.181.0","US","info",22,3,1,08/01/2012 00:00,08/01/2012 00:00
560,"pigletsquid.com",53,-1,1,1,308,2058,85,13/12/2011 00:00,10/08/2013 00:00,"67.23.166.25","67.23.166.0","US","com",13,0,1,20/06/2012 00:00,20/06/2012 00:00
561,"picture2video.com",1033,-1,1,1,4707,1427,982,05/08/2008 00:00,17/06/2013 00:00,"199.59.243.105","199.59.243.0","US","com",10,5,1,07/11/2011 00:00,07/11/2011 00:00
562,"worldbestnews.info",497,-1,1,1,999,4704,4059,22/05/2010 00:00,26/01/2013 00:00,"72.215.225.9","72.215.225.0","US","info",17,6,1,10/08/2010 00:00,10/08/2010 00:00
563,"efco.ir",96,-1,1,1,4390,2485,1803,05/10/2009 00:00,01/07/2013 00:00,"209.190.121.38","209.190.121.0","US","ir",7,2,1,28/04/2012 00:00,28/04/2012 00:00
564,"perkymomsvids.com",2719,-1,1,1,38362,7750,4283,30/01/2008 00:00,10/08/2013 00:00,"74.117.179.23","74.117.179.0","US","com",23,6,1,03/07/2012 00:00,03/07/2012 00:00
565,"msghelp.it",3864,-1,1,1,76002,282611,107354,22/03/2008 00:00,22/07/2013 00:00,"216.8.179.25","216.8.179.0","CA","it",20,7,1,29/03/2012 00:00,29/03/2012 00:00
566,"caas.jp",3496,-1,1,1,1159049,76146,58458,24/01/2008 00:00,10/08/2013 00:00,"203.142.194.226","203.142.194.0","JP","jp",54,32,1,03/07/2012 00:00,03/07/2012 00:00
567,"nedpy.co.kr",66,-1,1,1,12032,171888,53630,01/03/2009 00:00,30/07/2011 00:00,"222.122.86.217","222.122.86.0","KR","kr",7,0,1,15/08/2009 00:00,15/08/2009 00:00
568,"mz.gov.kz",3296,-1,1,1,632811,305376,194092,24/01/2008 00:00,10/08/2013 00:00,"212.19.129.155","212.19.129.0","KZ","kz",30,34,1,11/01/2012 00:00,01/02/2012 00:00
569,"knpr.mobi",0,-1,1,1,0,57024,57024,17/01/2011 00:00,10/08/2013 00:00,"108.166.65.135","108.166.65.0","US","mobi",0,0,1,17/12/2012 00:00,17/12/2012 00:00
570,"jamesadamselectric.com",687,-1,1,1,12957,21168,19773,21/06/2012 00:00,10/08/2013 00:00,"184.168.139.1","184.168.139.0","US","com",25,3,1,16/03/2013 00:00,14/07/2013 00:00
571,"penciljutsu.com",66,-1,1,1,956,458398,245253,09/01/2008 00:00,08/03/2010 00:00,"174.36.12.192","174.36.12.0","US","com",5,9,1,06/01/2010 00:00,06/01/2010 00:00
572,"parentworld.com",1101,-1,1,1,1303781,144184,51254,10/01/2008 00:00,24/07/2013 00:00,"72.9.151.56","72.9.151.0","US","com",13,14,1,26/02/2012 00:00,09/04/2012 00:00
573,"outernews.com",1705,-1,1,1,513804,5016650,295926,29/05/2010 00:00,13/02/2013 00:00,"63.156.206.202","63.156.206.0","US","com",8,0,1,20/09/2010 00:00,20/09/2010 00:00
574,"anychannel.net",1,-1,1,1,1,1236738,1236737,27/01/2008 00:00,17/02/2013 00:00,"174.137.132.36","174.137.132.0","US","net",0,0,1,12/08/2010 00:00,12/08/2010 00:00
575,"bclock.net",433,-1,1,1,344220,3364133,830465,13/07/2009 00:00,25/10/2012 00:00,"133.242.23.147","133.242.23.0","JP","net",7,3,1,06/02/2011 00:00,06/02/2011 00:00
576,"buyincabo.net",2,-1,1,1,2,414848,414848,08/04/2008 00:00,18/07/2013 00:00,"208.87.35.103","208.87.35.0","BS","net",0,0,1,27/05/2009 00:00,27/05/2009 00:00
577,"otherextension.com",2193,-1,1,1,189191,538796,84159,29/11/2009 00:00,10/08/2013 00:00,"188.138.91.93","188.138.91.0","DE","com",16,1,1,03/10/2012 00:00,03/10/2012 00:00
578,"onemillionmacs.com",133,-1,1,1,834,680,591,24/02/2008 00:00,07/08/2013 00:00,"174.123.112.194","174.123.112.0","US","com",13,5,1,20/09/2011 00:00,20/09/2011 00:00
579,"favorieten.be",2,-1,1,1,3,145373,145373,28/11/2008 00:00,10/07/2009 00:00,"67.215.66.132","67.215.66.0","US","be",0,0,1,23/06/2009 00:00,23/06/2009 00:00
580,"offshoresailingab.com",647,-1,1,1,2118,87716,22869,16/07/2008 00:00,10/08/2013 00:00,"46.30.211.49","46.30.211.0","DK","com",19,0,1,25/03/2013 00:00,19/07/2013 00:00
581,"dipset-eo.net",4840,-1,1,1,231753,20337,4165,16/03/2009 00:00,20/08/2012 00:00,"46.30.211.51","46.30.211.0","DK","net",12,1,1,29/03/2012 00:00,29/03/2012 00:00
582,"dreamztech.net",668,-1,1,1,3954,1370,974,14/07/2008 00:00,10/08/2013 00:00,"173.201.76.110","173.201.76.0","US","net",13,2,1,22/07/2012 00:00,22/07/2012 00:00
583,"e-headhunters.net",15886,-1,1,1,485844,333674,218285,27/01/2008 00:00,10/08/2013 00:00,"69.170.135.92","69.170.135.0","US","net",25,1,1,17/12/2010 00:00,17/12/2010 00:00
584,"1581688.net",40,-1,1,1,41819,2505,2361,28/02/2013 00:00,10/08/2013 00:00,"182.18.27.102","182.18.27.0","CN","net",14,8,1,28/03/2013 00:00,06/08/2013 00:00
585,"alarabia-traveltours.com",752,-1,1,1,10577,273961,79865,17/09/2010 00:00,10/08/2013 00:00,"210.5.47.102","210.5.47.0","MY","com",18,2,1,12/06/2012 00:00,12/06/2012 00:00
