"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_printingshop.com","FirstLinkDate_printingshop.com","LastLinkDate_printingshop.com"
503,"elitesuite.info",9430,466919,1,1,802602,25131140,908378,21/12/2008 00:00,27/04/2013 00:00,"67.23.248.61","67.23.248.0","US","info",20,15,1,14/10/2011 00:00,14/10/2011 00:00
504,"sunglassforums.com",2921,547727,1,1,20547,282731,74653,13/12/2008 00:00,10/08/2013 00:00,"176.9.32.39","176.9.32.0","DE","com",21,12,1,22/04/2013 00:00,22/04/2013 00:00
505,"cowslafil.com",11348,559145,1,1,608908,243924,102267,13/02/2008 00:00,10/08/2013 00:00,"46.30.211.50","46.30.211.0","DK","com",53,10,1,28/11/2011 00:00,20/01/2013 00:00
506,"accessvegas.com",6764,565373,1,1,1345704,17281007,1263972,09/01/2008 00:00,10/08/2013 00:00,"50.28.50.43","50.28.50.0","US","com",50,19,1,23/01/2011 00:00,23/01/2011 00:00
507,"domainsbyip.com",5193,566961,1,1,3111511,7721271,762401,04/05/2010 00:00,10/08/2013 00:00,"206.214.217.23","206.214.217.0","US","com",37,34,1,23/06/2012 00:00,17/07/2013 00:00
508,"goshennews.com",22176,568410,1,1,879817,6304125,763020,19/01/2008 00:00,10/08/2013 00:00,"74.84.203.168","74.84.203.0","US","com",40,32,1,28/12/2010 00:00,28/12/2010 00:00
509,"sooeveningnews.com",7870,570194,1,1,296304,8066052,802977,06/02/2008 00:00,10/08/2013 00:00,"205.139.40.72","205.139.40.0","US","com",34,32,1,02/11/2010 00:00,02/11/2010 00:00
510,"facilisimas.com",3225,580024,1,1,44628,156126,65459,20/03/2011 00:00,10/08/2013 00:00,"208.113.154.34","208.113.154.0","US","com",18,2,1,19/05/2013 00:00,19/05/2013 00:00
511,"pilipinastech.com",4944,612838,1,1,43123,74113,46305,26/12/2012 00:00,30/05/2013 00:00,"174.37.190.190","174.37.190.0","US","com",21,5,1,14/03/2013 00:00,14/03/2013 00:00
512,"klewer.pl",2423,613944,1,1,88142,16093,12298,03/10/2010 00:00,10/08/2013 00:00,"79.96.43.47","79.96.43.0","PL","pl",38,10,1,27/02/2013 00:00,27/02/2013 00:00
513,"dir123.info",540,645863,1,1,14384,39935,10136,09/02/2010 00:00,09/08/2013 00:00,"69.195.100.99","69.195.100.0","US","info",12,7,1,26/07/2012 00:00,26/07/2012 00:00
514,"eljaazera.com",613,683513,1,1,54057,31999,11170,08/11/2011 00:00,10/08/2013 00:00,"178.32.154.188","178.32.154.0","FR","com",23,1,1,12/07/2013 00:00,12/07/2013 00:00
515,"diggo.net",3626,687182,1,1,183684,357162,104791,11/08/2010 00:00,10/08/2013 00:00,"66.147.240.158","66.147.240.0","US","net",34,3,1,19/10/2011 00:00,19/10/2011 00:00
516,"reggaetonfever.com",33203,717852,1,1,753108,166927,68346,13/12/2009 00:00,10/08/2013 00:00,"173.45.123.146","173.45.123.0","US","com",44,10,1,16/04/2013 00:00,11/07/2013 00:00
517,"adultseminars.com",473,724114,1,1,8517,862,685,24/05/2010 00:00,10/08/2013 00:00,"74.54.219.226","74.54.219.0","US","com",24,5,1,03/12/2011 00:00,05/02/2012 00:00
518,"powellentertainment.net",4413,727444,1,1,33735,154251,33122,07/01/2009 00:00,10/08/2013 00:00,"199.204.44.162","199.204.44.0","CA","net",32,10,1,14/09/2012 00:00,19/10/2012 00:00
519,"7ala.net",2765,797671,1,1,38482,250084,66563,25/03/2011 00:00,10/08/2013 00:00,"88.198.22.83","88.198.22.0","DE","net",14,5,1,06/04/2013 00:00,07/07/2013 00:00
520,"rwdmag.com",17364,803981,1,1,631000,1189433,217710,14/01/2008 00:00,10/08/2013 00:00,"98.142.208.234","98.142.208.0","US","com",41,30,1,18/11/2011 00:00,18/11/2011 00:00
521,"permaculture.org",17976,817969,1,1,453325,43531,15066,26/01/2008 00:00,10/08/2013 00:00,"64.14.74.35","64.14.74.0","US","org",35,34,1,17/02/2012 00:00,17/02/2012 00:00
522,"fingx.com",1983,831217,1,1,55218,31688,9611,07/12/2010 00:00,28/06/2013 00:00,"212.172.221.6","212.172.221.0","DE","com",13,10,1,17/10/2011 00:00,17/10/2011 00:00
523,"almktabah.com",228,904200,1,1,881,71627,24174,26/10/2010 00:00,10/08/2013 00:00,"184.171.252.200","184.171.252.0","US","com",16,4,1,17/03/2013 00:00,08/07/2013 00:00
524,"otodidak.info",2189,946700,1,1,81824,65885,39908,26/11/2008 00:00,01/01/2013 00:00,"103.8.78.91","103.8.78.0","ID","info",18,6,1,23/12/2011 00:00,23/12/2011 00:00
525,"denverathleticclub.net",553,-1,1,1,5013,4968,4143,17/11/2009 00:00,10/08/2013 00:00,"198.154.224.126","198.154.224.0","US","net",22,1,1,27/07/2012 00:00,21/07/2013 00:00
526,"powerone.com.tw",8779,-1,1,1,121756,29939,23050,03/04/2010 00:00,10/08/2013 00:00,"118.163.181.163","118.163.181.0","TW","tw",30,7,1,06/12/2011 00:00,06/12/2011 00:00
527,"flipping.org",799,-1,1,1,7506,28472,9688,10/07/2008 00:00,29/07/2013 00:00,"74.94.62.46","74.94.62.0","US","org",18,1,1,14/08/2011 00:00,14/08/2011 00:00
528,"hendersonflowers.org",0,-1,1,1,0,50158,48266,15/12/2010 00:00,06/02/2011 00:00,"199.101.28.20","199.101.28.0","US","org",0,0,1,04/02/2011 00:00,04/02/2011 00:00
529,"hendersonstorage.org",0,-1,1,1,0,116204,72475,15/12/2010 00:00,11/02/2011 00:00,"199.101.28.20","199.101.28.0","US","org",0,0,1,05/02/2011 00:00,05/02/2011 00:00
530,"rfidnordic.se",4482,-1,1,1,29705,44794,7260,28/01/2010 00:00,10/08/2013 00:00,"217.198.155.45","217.198.155.0","SE","se",18,10,1,29/02/2012 00:00,29/02/2012 00:00
531,"incognitostudio.co.uk",8809,-1,1,1,75465,21396,6028,11/08/2010 00:00,23/07/2013 00:00,"87.117.239.136","87.117.239.0","UK","uk",21,12,1,11/05/2012 00:00,11/05/2012 00:00
532,"craftrobo.se",4940,-1,1,1,30923,141230,53242,18/02/2008 00:00,10/08/2013 00:00,"195.47.247.250","195.47.247.0","DK","se",33,4,1,24/05/2013 00:00,25/07/2013 00:00
533,"blogotype.se",380,-1,1,1,3318,10715,7379,14/08/2009 00:00,10/08/2013 00:00,"87.237.210.34","87.237.210.0","SE","se",27,2,1,06/12/2011 00:00,06/12/2011 00:00
534,"ebingel.net",5079,-1,1,1,38127,90884,54391,21/01/2008 00:00,10/08/2013 00:00,"208.109.78.142","208.109.78.0","US","net",24,3,1,24/09/2012 00:00,22/03/2013 00:00
535,"highdefinitionprojector.org",23,-1,1,1,49,3566,3297,03/10/2010 00:00,28/12/2010 00:00,"64.74.223.39","64.74.223.0","US","org",6,0,1,08/12/2011 00:00,01/11/2012 00:00
536,"entekhabschools.net",918,-1,1,1,4352,58780,24280,08/03/2013 00:00,10/08/2013 00:00,"209.190.61.47","209.190.61.0","US","net",27,1,1,17/03/2013 00:00,17/03/2013 00:00
537,"i-port.su",2089,-1,1,1,41542,34758,17290,09/02/2009 00:00,10/08/2013 00:00,"193.169.33.254","193.169.33.0","RU","su",12,3,1,11/03/2012 00:00,11/03/2012 00:00
538,"solvidwervingenselectie.nl",293,-1,1,1,155393,8125,7261,29/11/2008 00:00,10/08/2013 00:00,"141.138.137.115","141.138.137.0","NL","nl",31,11,1,25/11/2011 00:00,25/11/2011 00:00
539,"weiapp.net",102,-1,1,1,1181,384,191,24/01/2012 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","net",10,0,1,22/11/2011 00:00,22/11/2011 00:00
540,"whyinsurance.net",2,-1,1,1,2,870703,870703,16/06/2008 00:00,07/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","net",0,0,1,26/09/2009 00:00,26/09/2009 00:00
541,"stroygrand-s.ru",13428,-1,1,1,149381,259563,100373,05/04/2008 00:00,10/08/2013 00:00,"178.33.152.215","178.33.152.0","FR","ru",37,8,1,12/01/2012 00:00,12/01/2012 00:00
542,"americassociety.org",307,-1,1,1,5100,33630,8570,21/06/2008 00:00,28/11/2012 00:00,"72.29.127.100","72.29.127.0","US","org",7,0,1,08/01/2012 00:00,08/01/2012 00:00
543,"damans.org",6009,-1,1,1,37454,153758,51315,20/10/2009 00:00,10/08/2013 00:00,"208.109.78.142","208.109.78.0","US","org",32,4,1,18/07/2013 00:00,18/07/2013 00:00
544,"expertarticles.org",797,-1,1,1,3958,17373,14282,28/01/2008 00:00,26/05/2013 00:00,"72.34.34.75","72.34.34.0","US","org",9,2,1,25/11/2011 00:00,01/12/2011 00:00
545,"vengopronto.tv",193,-1,1,1,1214,19672,5220,31/03/2012 00:00,08/08/2013 00:00,"97.74.215.186","97.74.215.0","US","tv",11,2,1,19/05/2012 00:00,19/05/2012 00:00
546,"newgsm.com.ua",7704,-1,1,1,61634,52805,12737,29/01/2008 00:00,09/08/2013 00:00,"193.178.145.220","193.178.145.0","UA","ua",22,4,1,22/09/2012 00:00,22/09/2012 00:00
547,"wmuk-apache.co.uk",4127,-1,1,1,38664,1192605,407332,18/01/2008 00:00,10/08/2013 00:00,"205.143.68.154","205.143.68.0","US","uk",36,29,1,07/03/2012 00:00,30/05/2013 00:00
548,"doldur.org",4385,-1,1,1,81673,632766,116448,23/10/2010 00:00,02/07/2013 00:00,"5.45.183.95","5.45.183.0","DE","org",15,5,1,17/10/2011 00:00,17/10/2011 00:00
549,"cssabrunel.org.uk",4253,-1,1,1,24396,44834,22487,08/02/2008 00:00,10/08/2013 00:00,"205.234.136.2","205.234.136.0","US","uk",17,22,1,30/07/2013 00:00,30/07/2013 00:00
550,"ambl.org",1242,-1,1,1,41511,143138,73463,18/06/2008 00:00,10/08/2013 00:00,"74.208.24.175","74.208.24.0","US","org",13,4,1,29/08/2012 00:00,25/05/2013 00:00
551,"hofung.net",21560,-1,1,1,351651,129722,51052,30/01/2008 00:00,10/08/2013 00:00,"202.59.154.116","202.59.154.0","HK","net",44,15,1,01/08/2012 00:00,01/08/2012 00:00
552,"pulse-bradford.co.uk",16,-1,1,1,19,36137,31343,02/08/2010 00:00,24/09/2012 00:00,"81.200.64.50","81.200.64.0","UK","uk",0,0,1,19/10/2010 00:00,13/10/2011 00:00
553,"cb.ac.th",8166,-1,1,1,58508,103242,49487,01/10/2008 00:00,10/08/2013 00:00,"61.19.148.146","61.19.148.0","TH","th",35,9,1,03/05/2012 00:00,03/05/2012 00:00
554,"gunwebsites.net",3095,-1,1,1,703337,56652,40748,29/08/2010 00:00,10/08/2013 00:00,"173.201.92.1","173.201.92.0","US","net",39,22,1,19/03/2013 00:00,19/03/2013 00:00
555,"coiaa.org",739,-1,1,1,3854,62005,31501,07/07/2008 00:00,10/08/2013 00:00,"188.165.222.222","188.165.222.0","FR","org",23,14,1,11/03/2012 00:00,11/03/2012 00:00
556,"ecnz.net.nz",33,-1,1,1,238,136,108,05/12/2011 00:00,03/08/2013 00:00,"116.90.138.225","116.90.138.0","NZ","nz",12,0,1,03/12/2011 00:00,03/12/2011 00:00
557,"gasta.us",266,-1,1,1,350766,1314330,1314330,15/01/2008 00:00,12/03/2013 00:00,"91.210.235.70","91.210.235.0","IE","us",0,0,1,12/06/2010 00:00,12/06/2010 00:00
558,"celtictreealphabet.co.uk",6162,-1,1,1,63548,4950,2606,29/01/2008 00:00,08/08/2013 00:00,"209.240.81.149","209.240.81.0","US","uk",20,10,1,26/12/2011 00:00,26/12/2011 00:00
559,"whisenhunt.tv",6762,-1,1,1,29607,1228,1220,10/03/2013 00:00,10/08/2013 00:00,"69.194.230.107","69.194.230.0","US","tv",34,9,1,04/05/2013 00:00,04/05/2013 00:00
560,"3gmodem.vn",4055,-1,1,1,127430,362740,91163,08/09/2010 00:00,07/08/2013 00:00,"203.119.8.111","203.119.8.0","VN","vn",17,6,1,15/05/2012 00:00,15/05/2012 00:00
561,"hetaquariumcollectief.nl",584,-1,1,1,34306,37808,15686,19/02/2008 00:00,27/08/2012 00:00,"5.9.210.33","5.9.210.0","DE","nl",8,11,1,15/05/2012 00:00,15/05/2012 00:00
562,"gamingclan.co.uk",2985,-1,1,1,42164,15769,6988,14/04/2009 00:00,19/02/2012 00:00,"67.212.185.202","67.212.185.0","US","uk",11,5,1,10/01/2012 00:00,17/01/2012 00:00
563,"infolinc.nl",1606,-1,1,1,30144,55151,5594,09/02/2011 00:00,10/08/2013 00:00,"195.211.72.37","195.211.72.0","NL","nl",16,5,1,26/11/2011 00:00,26/11/2011 00:00
564,"cichlid.gen.tr",238,-1,1,1,59019,21605,7462,21/10/2009 00:00,31/07/2013 00:00,"37.18.177.131","37.18.177.0","US","tr",12,9,1,15/04/2013 00:00,25/07/2013 00:00
565,"speakasp.net",419,-1,1,1,2057,1526,604,04/11/2009 00:00,07/08/2013 00:00,"66.63.181.104","66.63.181.0","US","net",18,1,1,03/12/2011 00:00,03/12/2011 00:00
566,"vegastourpackage.net",2,-1,1,1,2,117447,43088,14/12/2010 00:00,13/02/2011 00:00,"208.122.229.10","208.122.229.0","US","net",0,0,1,05/02/2011 00:00,05/02/2011 00:00
567,"onati.net",871,-1,1,1,2479,7310,6160,31/01/2008 00:00,10/08/2013 00:00,"212.142.194.244","212.142.194.0","ES","net",12,7,1,18/12/2011 00:00,08/08/2013 00:00
568,"oragie.net",5064,-1,1,1,33729,40996,14903,22/06/2008 00:00,30/07/2013 00:00,"87.120.40.33","87.120.40.0","BG","net",25,7,1,24/03/2012 00:00,24/03/2012 00:00
569,"javatrainer.org",80,-1,1,1,248,7217,4547,09/01/2010 00:00,28/11/2012 00:00,"66.147.242.174","66.147.242.0","US","org",7,1,1,26/11/2011 00:00,07/01/2012 00:00
570,"jvcdigitalcamcorder.org",22,-1,1,1,48,1105,534,09/09/2010 00:00,04/01/2011 00:00,"64.74.223.38","64.74.223.0","US","org",5,0,1,30/11/2011 00:00,22/12/2011 00:00
571,"gsmhelp.pl",1152,-1,1,1,71161,90059,39319,05/06/2009 00:00,10/08/2013 00:00,"176.9.95.8","176.9.95.0","DE","pl",23,7,1,03/08/2013 00:00,03/08/2013 00:00
572,"feniks-uwodzenie.pl",9036,-1,1,1,213758,305322,145120,09/07/2009 00:00,04/07/2013 00:00,"89.161.216.194","89.161.216.0","PL","pl",29,6,1,21/02/2012 00:00,21/02/2012 00:00
573,"lombokcyber.org",510,-1,1,1,6621,46620,13004,19/06/2012 00:00,31/07/2013 00:00,"174.120.63.123","174.120.63.0","US","org",19,1,1,25/07/2013 00:00,25/07/2013 00:00
574,"effatha-gda.pl",492,-1,1,1,2697,9989,3855,19/11/2010 00:00,09/08/2013 00:00,"79.96.26.103","79.96.26.0","PL","pl",12,5,1,25/06/2012 00:00,21/12/2012 00:00
575,"vegashoneymoonpackages.net",2,-1,1,1,5,170654,106609,14/12/2010 00:00,13/02/2011 00:00,"208.122.229.10","208.122.229.0","US","net",0,0,1,04/01/2011 00:00,04/01/2011 00:00
576,"prensipler.net",3698,-1,1,1,23647,13527,4046,22/09/2011 00:00,06/12/2012 00:00,"69.43.161.178","69.43.161.0","US","net",14,5,1,26/08/2012 00:00,19/10/2012 00:00
577,"vegashomeloan.net",5,-1,1,1,129,167782,102048,24/04/2009 00:00,13/02/2011 00:00,"204.13.160.107","204.13.160.0","US","net",0,0,1,05/02/2011 00:00,05/02/2011 00:00
578,"propertyoxford.net",33,-1,1,1,5955,715672,715672,29/09/2008 00:00,25/06/2013 00:00,"82.98.86.172","82.98.86.0","DE","net",0,0,1,14/02/2010 00:00,14/02/2010 00:00
579,"wecan-help.org",378,-1,1,1,1655,2013,1071,10/12/2010 00:00,10/08/2013 00:00,"97.74.144.166","97.74.144.0","US","org",21,20,1,21/05/2012 00:00,21/05/2012 00:00
580,"vegasbilliards.net",0,-1,1,1,0,158817,96122,14/12/2010 00:00,13/02/2011 00:00,"208.122.229.10","208.122.229.0","US","net",0,0,1,04/02/2011 00:00,04/02/2011 00:00
581,"varks.net",1745,-1,1,1,13993,81411,41739,29/11/2008 00:00,30/07/2013 00:00,"74.208.59.220","74.208.59.0","US","net",10,3,1,03/11/2011 00:00,03/11/2011 00:00
582,"mediacareerng.org",105,-1,1,1,404,17873,6871,16/12/2010 00:00,07/08/2013 00:00,"74.220.207.69","74.220.207.0","US","org",14,4,1,26/12/2011 00:00,22/06/2012 00:00
583,"medicalmarijuanaindiana.org",58,-1,1,1,460,4134,3569,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",17,2,1,29/07/2013 00:00,29/07/2013 00:00
584,"rooog.org",162,-1,1,1,642,54653,22661,25/03/2011 00:00,10/08/2013 00:00,"5.9.61.167","5.9.61.0","DE","org",16,3,1,23/03/2012 00:00,23/03/2012 00:00
585,"quickimage.org",0,-1,1,1,0,6197,745,26/01/2008 00:00,26/05/2009 00:00,"","","","org",0,0,1,03/01/2009 00:00,03/01/2009 00:00
586,"medicalmarijuanakansas.org",130,-1,1,1,1340,4738,3934,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,1,1,12/03/2013 00:00,24/07/2013 00:00
587,"mymoneyeveryday.org",1540,-1,1,1,4762,8900,2876,18/11/2010 00:00,04/02/2012 00:00,"91.121.81.175","91.121.81.0","FR","org",10,1,1,04/12/2011 00:00,04/12/2011 00:00
588,"medicalmarijuanawyoming.org",102,-1,1,1,507,5230,4253,25/05/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,31/07/2013 00:00,31/07/2013 00:00
589,"medicalmarijuananorthcarolina.org",75,-1,1,1,275,3915,3635,17/07/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",16,0,1,10/07/2013 00:00,10/07/2013 00:00
590,"medicalmarijuanawisconsin.org",355,-1,1,1,3361,8711,4318,22/10/2010 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",25,0,1,10/04/2013 00:00,09/08/2013 00:00
591,"shinsakuto.net",4113,-1,1,1,22840,42156,14484,13/01/2008 00:00,10/08/2013 00:00,"188.93.150.38","188.93.150.0","NL","net",19,15,1,24/08/2012 00:00,21/03/2013 00:00
592,"medicalmarijuanatexas.org",119,-1,1,1,759,5313,4185,27/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",21,2,1,06/08/2013 00:00,06/08/2013 00:00
593,"medicalmarijuanatennessee.org",90,-1,1,1,811,5215,3879,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",20,0,1,05/05/2013 00:00,07/08/2013 00:00
594,"medicalmarijuanaoklahoma.org",45,-1,1,1,24438,3706,3413,29/05/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",13,0,1,01/03/2013 00:00,11/07/2013 00:00
595,"sirmy.net",262,-1,1,1,4655,3371,2140,30/09/2008 00:00,01/08/2013 00:00,"85.25.77.86","85.25.77.0","DE","net",11,3,1,30/01/2012 00:00,30/01/2012 00:00
596,"ogretiyorum.net",1570,-1,1,1,125353,1642999,537374,25/02/2008 00:00,10/08/2013 00:00,"176.53.44.148","176.53.44.0","TR","net",20,18,1,13/06/2012 00:00,13/06/2012 00:00
597,"oconnellstreet.net",30,-1,1,1,5621,820780,820780,27/09/2009 00:00,05/06/2013 00:00,"82.98.86.173","82.98.86.0","DE","net",0,0,1,03/09/2010 00:00,03/09/2010 00:00
598,"automatech.net.pl",647,-1,1,1,2440,32608,9121,02/11/2010 00:00,09/04/2012 00:00,"78.47.20.252","78.47.20.0","DE","pl",10,1,1,25/12/2011 00:00,25/12/2011 00:00
599,"idwellness.org",937,-1,1,1,57553,17814,13876,03/01/2009 00:00,10/08/2013 00:00,"184.107.190.110","184.107.190.0","CA","org",23,20,1,25/02/2013 00:00,01/05/2013 00:00
600,"neobeauty.ru",4402,-1,1,1,36807,286370,56658,13/10/2011 00:00,10/08/2013 00:00,"77.221.130.24","77.221.130.0","RU","ru",35,15,1,11/07/2013 00:00,11/07/2013 00:00
601,"vegastimeshare.net",42,-1,1,1,86,143319,40633,04/01/2011 00:00,25/05/2013 00:00,"176.74.176.167","176.74.176.0","UK","net",0,0,1,22/01/2011 00:00,22/01/2011 00:00
602,"liga-duma.ru",1424,-1,1,1,6127,43854,4300,24/07/2008 00:00,30/07/2013 00:00,"174.142.43.6","174.142.43.0","CA","ru",15,5,1,12/11/2011 00:00,12/11/2011 00:00
603,"inst.ru",2376,-1,1,1,86657,58250,26422,10/01/2008 00:00,10/08/2013 00:00,"217.112.42.34","217.112.42.0","RU","ru",29,19,1,19/02/2012 00:00,19/02/2012 00:00
604,"glebmusic.ru",1661,-1,1,1,46907,69523,33708,15/06/2010 00:00,10/08/2013 00:00,"89.111.176.121","89.111.176.0","RU","ru",30,9,1,20/07/2013 00:00,20/07/2013 00:00
605,"vegasshowpackages.net",0,-1,1,1,0,165794,64299,24/12/2010 00:00,13/02/2011 00:00,"208.122.229.10","208.122.229.0","US","net",0,0,1,22/01/2011 00:00,22/01/2011 00:00
606,"lasvegaspainters.net",1,-1,1,1,1,81447,56308,05/12/2010 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","net",0,0,1,28/01/2011 00:00,28/01/2011 00:00
607,"medicalmarijuanaidaho.net",139,-1,1,1,1316,4784,4284,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",24,2,1,21/05/2013 00:00,09/08/2013 00:00
608,"gamerelax.ru",2784,-1,1,1,60175,174323,52506,14/02/2009 00:00,09/10/2012 00:00,"67.228.45.68","67.228.45.0","US","ru",10,8,1,17/07/2012 00:00,17/07/2012 00:00
609,"fabrikant-ural.ru",4340,-1,1,1,39870,101034,37628,03/09/2010 00:00,10/08/2013 00:00,"91.201.52.48","91.201.52.0","RU","ru",39,3,1,15/07/2013 00:00,15/07/2013 00:00
610,"theham.net",2,-1,1,1,7,459210,459210,25/01/2008 00:00,10/08/2013 00:00,"74.84.203.173","74.84.203.0","US","net",0,0,1,12/10/2011 00:00,12/10/2011 00:00
611,"medicalmarijuanamassachusetts.net",111,-1,1,1,315,4112,3696,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",19,0,1,14/06/2013 00:00,09/08/2013 00:00
612,"epilepsyhelp.ru",1239,-1,1,1,5933,36126,14895,02/06/2008 00:00,10/08/2013 00:00,"77.221.155.154","77.221.155.0","RU","ru",27,3,1,01/07/2012 00:00,25/07/2013 00:00
613,"democrats.ru",9667,-1,1,1,705331,231303,51849,07/02/2008 00:00,10/08/2013 00:00,"212.193.239.2","212.193.239.0","RU","ru",23,20,1,01/08/2012 00:00,01/08/2012 00:00
614,"waleedfadel.net",536,-1,1,1,2320,107111,41729,04/01/2011 00:00,10/08/2013 00:00,"209.236.115.239","209.236.115.0","US","net",23,4,1,01/04/2013 00:00,21/07/2013 00:00
615,"medicalmarijuanamississippi.net",114,-1,1,1,1240,6069,5018,27/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",20,0,1,15/04/2013 00:00,10/08/2013 00:00
616,"artstreet.ru",6593,-1,1,1,66274,58107,24031,18/01/2008 00:00,10/08/2013 00:00,"90.156.201.106","90.156.201.0","RU","ru",24,5,1,26/06/2012 00:00,26/06/2012 00:00
617,"vegaspropertyvalues.net",4,-1,1,1,5,179389,70202,07/11/2010 00:00,10/03/2011 00:00,"208.122.229.10","208.122.229.0","US","net",0,0,1,05/02/2011 00:00,05/02/2011 00:00
618,"medicalmarijuananebraska.net",140,-1,1,1,1231,5395,4821,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",22,2,1,24/07/2013 00:00,24/07/2013 00:00
619,"vegashotelreview.net",1,-1,1,1,1,170817,65875,14/12/2010 00:00,27/01/2013 00:00,"208.122.229.10","208.122.229.0","US","net",0,0,1,04/02/2011 00:00,04/02/2011 00:00
620,"medicalmarijuanatennessee.net",382,-1,1,1,12038,4675,3941,06/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",26,2,1,10/04/2013 00:00,08/08/2013 00:00
621,"mobilebrowsing.net",3,-1,1,1,3,883772,883772,30/01/2008 00:00,30/01/2013 00:00,"69.43.161.167","69.43.161.0","US","net",0,0,1,25/04/2010 00:00,25/04/2010 00:00
622,"ife.ro",335,-1,1,1,1313,47802,26919,27/09/2010 00:00,10/08/2013 00:00,"94.177.98.32","94.177.98.0","RO","ro",16,3,1,24/04/2013 00:00,24/04/2013 00:00
623,"go-fishing.ro",2717,-1,1,1,12308,53960,14560,21/09/2009 00:00,10/02/2013 00:00,"93.115.118.148","93.115.118.0","RO","ro",11,2,1,01/01/2012 00:00,01/01/2012 00:00
624,"08.ro",12732,-1,1,1,124737,238042,75774,23/01/2008 00:00,10/08/2013 00:00,"74.220.202.40","74.220.202.0","US","ro",43,5,1,14/09/2012 00:00,21/01/2013 00:00
625,"hsport.ps",18174,-1,1,1,182743,476625,70476,06/02/2010 00:00,10/08/2013 00:00,"217.66.226.38","217.66.226.0","PS","ps",30,9,1,17/07/2012 00:00,15/09/2012 00:00
626,"ssl2.pl",40650,-1,1,1,1600100,742764,126616,24/03/2011 00:00,10/08/2013 00:00,"62.212.76.147","62.212.76.0","NL","pl",34,15,1,10/07/2012 00:00,10/07/2012 00:00
627,"srodaslaska24.pl",795,-1,1,1,77168,94150,31936,21/11/2010 00:00,09/08/2013 00:00,"95.211.15.83","95.211.15.0","NL","pl",19,10,1,26/06/2012 00:00,26/06/2012 00:00
628,"vegashotelpackage.net",1,-1,1,1,5,175588,106056,02/10/2010 00:00,13/03/2011 00:00,"208.122.229.10","208.122.229.0","US","net",4,0,1,05/02/2011 00:00,05/02/2011 00:00
629,"olsztynskiemorsy.pl",1400,-1,1,1,12149,78532,18245,17/11/2010 00:00,10/08/2013 00:00,"46.229.151.194","46.229.151.0","PL","pl",23,16,1,08/05/2013 00:00,08/05/2013 00:00
630,"boatyard.ru",7033,-1,1,1,173747,147760,56610,20/01/2008 00:00,29/09/2012 00:00,"67.215.66.132","67.215.66.0","US","ru",14,14,1,28/07/2012 00:00,27/09/2012 00:00
631,"listarojadelcai.com.ar",1948,-1,1,1,25972,93273,21593,05/10/2009 00:00,03/05/2013 00:00,"201.235.253.66","201.235.253.0","AR","ar",12,3,1,26/05/2012 00:00,21/12/2012 00:00
632,"spaidaman.com",14,-1,1,1,180,102,78,30/06/2013 00:00,10/08/2013 00:00,"74.220.207.108","74.220.207.0","US","com",10,0,1,03/11/2012 00:00,30/06/2013 00:00
633,"adventureinindia.net",7,-1,1,1,15,710,691,04/01/2011 00:00,10/04/2012 00:00,"67.215.77.132","67.215.77.0","US","net",5,0,1,27/03/2012 00:00,10/04/2012 00:00
634,"gweeby.com",3687,-1,1,1,105965,246054,65397,19/09/2009 00:00,30/07/2013 00:00,"72.47.208.245","72.47.208.0","US","com",14,13,1,27/03/2012 00:00,27/03/2012 00:00
635,"guccipromotions.com",149,-1,1,1,542,809,64,15/11/2011 00:00,03/04/2012 00:00,"50.22.11.10","50.22.11.0","US","com",7,0,1,02/01/2012 00:00,20/04/2012 00:00
636,"gorgeouswhores.com",1393,-1,1,1,10933,7449,6203,17/09/2009 00:00,10/08/2013 00:00,"74.117.176.61","74.117.176.0","US","com",17,9,1,28/06/2012 00:00,28/06/2012 00:00
637,"goodsmash.com",66,-1,1,1,2224,5042,3764,03/08/2010 00:00,03/11/2012 00:00,"208.73.211.194","208.73.211.0","US","com",5,0,1,25/08/2011 00:00,25/08/2011 00:00
