"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_printingshop.com","FirstLinkDate_printingshop.com","LastLinkDate_printingshop.com"
1,"jmellographics.com",25,-1,1,6155,846,15657,8741,25/02/2010 00:00,16/07/2013 00:00,"66.147.240.152","66.147.240.0","US","com",4,0,6155,08/12/2010 00:00,03/01/2011 00:00
2,"jamespolnick.com",818,-1,1,3430,5624,221146,122302,12/02/2011 00:00,10/08/2013 00:00,"97.74.215.78","97.74.215.0","US","com",19,4,3430,04/12/2011 00:00,14/08/2012 00:00
3,"pulausumbawanews.com",124,-1,1,1582,3974,35913,27594,12/12/2011 00:00,10/08/2013 00:00,"68.233.241.129","68.233.241.0","US","com",25,1,1582,06/11/2012 00:00,06/11/2012 00:00
4,"marketing-online.net.au",1021,-1,1,811,7504,118286,67631,04/02/2012 00:00,20/07/2013 00:00,"203.170.87.169","203.170.87.0","AU","au",18,5,811,11/05/2013 00:00,11/05/2013 00:00
5,"ilmoralista.it",200,848845,1,654,20807,14704,8456,16/10/2011 00:00,10/08/2013 00:00,"62.149.142.77","62.149.142.0","IT","it",32,15,654,24/11/2011 00:00,25/11/2011 00:00
6,"footballworldholic.info",293,-1,1,501,6315,223082,59811,03/05/2011 00:00,21/07/2013 00:00,"176.74.176.167","176.74.176.0","UK","info",8,0,501,26/11/2011 00:00,21/12/2011 00:00
7,"thefuturephone.com",125,-1,1,462,183,1603,1208,13/12/2011 00:00,25/12/2012 00:00,"184.168.221.88","184.168.221.0","US","com",7,4,462,01/12/2011 00:00,01/12/2011 00:00
8,"howtoplayinstruments.com",1213,-1,1,314,6787,132615,95069,20/06/2012 00:00,10/08/2013 00:00,"50.21.182.75","50.21.182.0","US","com",16,2,314,11/01/2013 00:00,28/02/2013 00:00
9,"paradise-valley-homesforsale.com",60,-1,1,292,241,17274,7635,12/10/2009 00:00,04/08/2013 00:00,"184.168.221.56","184.168.221.0","US","com",5,0,292,23/11/2011 00:00,23/11/2011 00:00
10,"plusmodels.com",17837,-1,1,273,312115,146454,99820,12/01/2008 00:00,10/08/2013 00:00,"192.96.211.66","192.96.211.0","US","com",32,13,273,21/11/2011 00:00,25/11/2011 00:00
11,"vrgdt.se",209,-1,1,184,1586,50283,22114,27/12/2009 00:00,08/08/2013 00:00,"46.30.211.51","46.30.211.0","DK","se",18,9,184,26/04/2012 00:00,26/04/2012 00:00
12,"versionhunter.com",1369,-1,1,165,21028,95732,49300,31/03/2010 00:00,10/08/2013 00:00,"67.222.42.47","67.222.42.0","US","com",31,9,165,24/11/2011 00:00,24/11/2011 00:00
13,"joshcopeland.com",92,-1,1,87,491,2088,827,28/04/2011 00:00,09/08/2013 00:00,"74.50.25.165","74.50.25.0","US","com",6,0,87,21/11/2011 00:00,21/11/2011 00:00
14,"jas-khanna.com",381,-1,1,81,15213,3428,2576,27/10/2010 00:00,26/07/2013 00:00,"174.121.188.5","174.121.188.0","US","com",11,0,81,21/11/2011 00:00,22/11/2011 00:00
15,"tooclothesminded.com",332,-1,1,72,19284,32564,27768,04/01/2011 00:00,02/08/2013 00:00,"173.201.1.1","173.201.1.0","US","com",19,2,72,31/05/2012 00:00,26/05/2013 00:00
16,"pramsite.com",399,-1,1,58,2178,1517,805,04/09/2008 00:00,25/03/2013 00:00,"184.173.212.188","184.173.212.0","US","com",10,0,58,06/12/2011 00:00,06/12/2011 00:00
17,"zhangheng.org",89,-1,1,51,1816,21916,13726,21/06/2008 00:00,10/08/2013 00:00,"74.220.199.6","74.220.199.0","US","org",7,0,51,22/06/2012 00:00,26/06/2012 00:00
18,"sharepointjungle.com",201,-1,1,51,1597,75832,55678,11/06/2011 00:00,10/08/2013 00:00,"173.201.97.1","173.201.97.0","US","com",13,1,51,25/03/2013 00:00,25/03/2013 00:00
19,"123refills.net",3242,416113,1,49,407253,115851,81551,31/01/2008 00:00,10/08/2013 00:00,"50.62.131.32","50.62.131.0","US","net",34,16,49,27/03/2013 00:00,27/03/2013 00:00
20,"usfaddicts.net",331,-1,1,45,7200,17334,7462,20/11/2010 00:00,10/08/2013 00:00,"74.86.182.35","74.86.182.0","US","net",25,5,45,02/03/2012 00:00,18/04/2012 00:00
21,"budgetbusinessservices.com",360,-1,1,44,2101,25482,21148,14/01/2013 00:00,10/08/2013 00:00,"184.170.144.73","184.170.144.0","US","com",18,4,44,28/02/2013 00:00,02/03/2013 00:00
22,"newlenz.com",254,-1,1,44,1774870,9644,6956,28/08/2009 00:00,10/08/2013 00:00,"216.157.88.18","216.157.88.0","US","com",10,0,44,06/12/2011 00:00,06/12/2011 00:00
23,"affiliatemakemoney.com",455,-1,1,42,3502,46214,23146,10/01/2008 00:00,09/08/2013 00:00,"74.52.151.18","74.52.151.0","US","com",13,2,42,22/11/2011 00:00,14/01/2012 00:00
24,"m2on.com",37,-1,1,41,489,9986,9480,30/06/2013 00:00,10/08/2013 00:00,"69.89.25.170","69.89.25.0","US","com",10,0,41,02/08/2013 00:00,02/08/2013 00:00
25,"akolob.com",81,-1,1,41,430,416,250,30/11/2009 00:00,27/01/2013 00:00,"49.50.249.50","49.50.249.0","NZ","com",7,1,41,22/11/2011 00:00,22/11/2011 00:00
26,"rf.ro",832,-1,1,39,8373,20369,11307,11/10/2010 00:00,10/08/2013 00:00,"93.113.193.13","93.113.193.0","RO","ro",21,4,39,22/11/2011 00:00,03/02/2012 00:00
27,"alfredho.org",313,-1,1,38,1275,1445,1362,06/05/2011 00:00,27/07/2013 00:00,"50.22.80.7","50.22.80.0","US","org",24,0,38,02/01/2012 00:00,22/02/2013 00:00
28,"omg-uti.org",2347,166343,1,37,54603,1445414,193338,29/09/2010 00:00,31/07/2013 00:00,"50.116.82.220","50.116.82.0","US","org",25,11,37,08/04/2012 00:00,03/10/2012 00:00
29,"powerscript.net",23,-1,1,37,3003,2192,1611,21/11/2010 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","net",8,1,37,27/11/2011 00:00,09/01/2012 00:00
30,"72pines.com",14668,-1,1,37,997423,458723,246035,17/01/2008 00:00,30/07/2013 00:00,"66.63.174.41","66.63.174.0","US","com",23,22,37,01/12/2011 00:00,08/12/2011 00:00
31,"newestinfo.info",167,-1,1,35,1803,35114,20993,01/04/2011 00:00,01/04/2013 00:00,"50.63.202.81","50.63.202.0","US","info",8,0,35,28/11/2011 00:00,25/12/2011 00:00
32,"immersionfreediving.com",425,-1,1,35,6943,6211,3043,08/11/2011 00:00,09/08/2013 00:00,"98.129.229.188","98.129.229.0","US","com",29,18,35,01/12/2011 00:00,01/12/2011 00:00
33,"gnn.com.ng",1473,-1,1,35,29827,271524,167086,22/03/2010 00:00,14/11/2012 00:00,"173.201.92.1","173.201.92.0","US","ng",11,8,35,22/11/2011 00:00,22/11/2011 00:00
34,"swapnilghosh.tk",18,-1,1,35,162,507,387,04/11/2010 00:00,29/02/2012 00:00,"209.190.85.24","209.190.85.0","US","tk",6,0,35,23/11/2011 00:00,23/11/2011 00:00
35,"itouchreviews.com",119,-1,1,33,375,14509,4740,27/10/2010 00:00,10/08/2013 00:00,"50.16.190.132","50.16.190.0","US","com",14,4,33,21/11/2011 00:00,21/11/2011 00:00
36,"irvinsammons.net",40,-1,1,33,807,963,845,07/02/2011 00:00,10/08/2013 00:00,"41.76.209.59","41.76.209.0","ZA","net",17,0,33,15/12/2011 00:00,10/01/2012 00:00
37,"greenindonesia.net",416,-1,1,32,2940,452,349,26/07/2008 00:00,08/08/2013 00:00,"69.163.192.6","69.163.192.0","US","net",14,3,32,04/12/2011 00:00,04/12/2011 00:00
38,"aprinter4u.net",1,-1,1,32,1,10,2,26/01/2013 00:00,26/01/2013 00:00,"69.89.31.179","69.89.31.0","US","net",0,0,32,27/05/2009 00:00,11/12/2012 00:00
39,"wellnesspacificcoast.com",215,-1,1,31,3255,2639,2173,01/06/2010 00:00,10/01/2013 00:00,"66.147.242.166","66.147.242.0","US","com",8,1,31,22/11/2011 00:00,07/12/2011 00:00
40,"darienlakeblog.com",269,-1,1,28,11328,11643,4838,07/08/2010 00:00,10/08/2013 00:00,"174.36.161.130","174.36.161.0","US","com",16,9,28,22/11/2011 00:00,22/11/2011 00:00
41,"thebowlingspot.com",1174,-1,1,27,3279,7714,6061,07/06/2010 00:00,31/07/2013 00:00,"184.172.141.216","184.172.141.0","US","com",19,1,27,27/11/2011 00:00,20/06/2012 00:00
42,"gettheproof.com",97,-1,1,26,506,14206,9256,20/03/2011 00:00,10/08/2013 00:00,"97.74.215.142","97.74.215.0","US","com",10,3,26,27/02/2013 00:00,27/02/2013 00:00
43,"farmvillepost.com",866,-1,1,26,4266,37321,11331,05/10/2010 00:00,23/07/2013 00:00,"67.215.66.132","67.215.66.0","US","com",16,3,26,22/11/2011 00:00,24/11/2011 00:00
44,"howardfrenia.com",101,-1,1,26,742,1691,1658,19/06/2012 00:00,30/07/2013 00:00,"184.172.150.20","184.172.150.0","US","com",14,1,26,25/02/2013 00:00,16/07/2013 00:00
45,"myweightlosssolution.com",861,-1,1,25,12119,10176,9384,11/05/2008 00:00,04/06/2013 00:00,"174.120.200.163","174.120.200.0","US","com",12,1,25,29/08/2012 00:00,09/04/2013 00:00
46,"flaviofagundes.com.br",113,-1,1,24,9051,702,470,08/11/2011 00:00,08/08/2013 00:00,"64.111.127.114","64.111.127.0","US","br",9,3,24,25/11/2011 00:00,25/07/2012 00:00
47,"brianleamon.com",57,-1,1,24,4053,3347,3199,22/12/2012 00:00,10/08/2013 00:00,"184.170.147.18","184.170.147.0","US","com",13,1,24,04/12/2012 00:00,01/07/2013 00:00
48,"highsidemotorsports.com",658,-1,1,24,16927,1483736,331724,15/02/2010 00:00,10/08/2013 00:00,"206.214.222.173","206.214.222.0","US","com",14,2,24,02/12/2011 00:00,14/06/2012 00:00
49,"itsadirectory.com",444,-1,1,23,20573,6568,2977,25/05/2008 00:00,17/12/2012 00:00,"208.73.211.152","208.73.211.0","US","com",8,5,23,21/11/2011 00:00,21/11/2011 00:00
50,"rconlinedeals.info",1895,-1,1,23,30811,149454,64712,07/07/2010 00:00,10/08/2013 00:00,"174.120.116.253","174.120.116.0","US","info",16,3,23,09/04/2013 00:00,13/04/2013 00:00
51,"fossfotography.com",60,-1,1,23,1025,12560,11181,18/02/2009 00:00,07/08/2013 00:00,"173.201.146.128","173.201.146.0","US","com",14,11,23,21/11/2011 00:00,21/11/2011 00:00
52,"yeahreview.com",517,-1,1,22,2584,33447,17488,04/06/2010 00:00,06/04/2013 00:00,"50.63.202.83","50.63.202.0","US","com",8,0,22,21/11/2011 00:00,21/11/2011 00:00
53,"indoorherbgardenkit.com",1315,-1,1,22,9561,66670,16028,06/01/2011 00:00,07/08/2013 00:00,"67.215.77.132","67.215.77.0","US","com",9,7,22,27/11/2011 00:00,06/12/2011 00:00
54,"1tvs.net",765,-1,1,20,10728,24444,15187,16/04/2011 00:00,10/08/2013 00:00,"46.165.220.73","46.165.220.0","DE","net",30,2,20,26/11/2011 00:00,26/11/2011 00:00
55,"lesyeuxcarres.com",34,-1,1,20,257,897,401,24/01/2011 00:00,08/08/2013 00:00,"213.186.33.2","213.186.33.0","FR","com",16,6,20,25/07/2012 00:00,14/08/2012 00:00
56,"timrosenblatt.com",480,-1,1,20,3586,2242,2108,24/09/2008 00:00,07/08/2013 00:00,"216.119.134.66","216.119.134.0","US","com",23,7,20,29/11/2011 00:00,20/12/2011 00:00
57,"dv41433us.org",215,-1,1,20,3447,36072,8807,22/03/2010 00:00,14/11/2011 00:00,"50.22.11.10","50.22.11.0","US","org",7,0,20,22/11/2011 00:00,22/11/2011 00:00
58,"iawti.org",894,256119,1,19,32285,595577,96662,09/02/2009 00:00,10/08/2013 00:00,"108.175.149.11","108.175.149.0","US","org",26,12,19,31/05/2012 00:00,15/03/2013 00:00
59,"mylinkdir.info",1808,497126,1,19,38610,408056,97438,18/06/2012 00:00,21/07/2013 00:00,"50.116.86.181","50.116.86.0","US","info",15,11,19,05/03/2013 00:00,05/03/2013 00:00
60,"revelations-guild.com",11657,-1,1,19,215108,27159,17435,01/05/2008 00:00,30/07/2013 00:00,"69.89.31.78","69.89.31.0","US","com",15,5,19,21/11/2011 00:00,18/12/2011 00:00
61,"chutkulesms.com",205,-1,1,19,16630,8788,4596,25/01/2011 00:00,25/08/2012 00:00,"209.15.13.134","209.15.13.0","US","com",7,2,19,07/12/2011 00:00,07/12/2011 00:00
62,"anaaceves.com",201,-1,1,19,7739,2369,985,13/04/2008 00:00,10/08/2013 00:00,"209.249.66.100","209.249.66.0","NA","com",24,12,19,22/11/2011 00:00,22/11/2011 00:00
63,"xposted.com",226,-1,1,19,1974,8268,6621,20/09/2009 00:00,25/07/2013 00:00,"69.43.161.174","69.43.161.0","US","com",17,5,19,04/12/2011 00:00,06/12/2011 00:00
64,"ntct.edu.tw",66767,155862,1,18,3941588,4390421,739703,24/01/2008 00:00,10/08/2013 00:00,"163.22.168.116","163.22.168.0","TW","tw",34,36,18,01/02/2012 00:00,01/02/2012 00:00
65,"joie.ro",110,-1,1,18,5632,4518,2003,18/09/2010 00:00,11/01/2012 00:00,"67.215.77.132","67.215.77.0","US","ro",9,7,18,21/11/2011 00:00,24/11/2011 00:00
66,"webiddea.net",2564,548052,1,17,50052,112877,86857,28/06/2008 00:00,10/08/2013 00:00,"108.162.196.23","108.162.196.0","US","net",32,14,17,26/02/2013 00:00,26/02/2013 00:00
67,"linkbags.info",1665,-1,1,17,27743,5957,3825,13/04/2011 00:00,10/08/2013 00:00,"66.219.24.82","66.219.24.0","US","info",25,10,17,22/11/2011 00:00,26/12/2011 00:00
68,"my-mlm-journey.com",218,-1,1,17,3948,227,153,14/08/2012 00:00,10/08/2013 00:00,"74.220.219.65","74.220.219.0","US","com",14,1,17,27/11/2011 00:00,25/03/2013 00:00
69,"jurekozuh.org",843,-1,1,17,15757,7337,4263,24/06/2008 00:00,13/09/2012 00:00,"67.215.66.132","67.215.66.0","US","org",8,5,17,02/12/2011 00:00,08/12/2011 00:00
70,"urng-maiz.com",744,132692,1,16,433391,26052,16382,04/08/2008 00:00,10/08/2013 00:00,"67.23.226.159","67.23.226.0","US","com",24,15,16,18/02/2013 00:00,09/03/2013 00:00
71,"zombieschool.org",79,-1,1,16,587,1020,857,29/12/2010 00:00,05/04/2012 00:00,"8.5.1.43","8.5.1.0","US","org",8,7,16,27/11/2011 00:00,30/11/2011 00:00
72,"incrediblefeatures.net",795,-1,1,16,31680,25330,19755,19/09/2009 00:00,08/08/2013 00:00,"69.163.140.131","69.163.140.0","US","net",26,10,16,26/11/2011 00:00,26/11/2011 00:00
73,"mostinside.com",532,-1,1,16,12553,95778,24527,09/07/2010 00:00,09/08/2013 00:00,"66.147.244.133","66.147.244.0","US","com",19,1,16,21/11/2011 00:00,21/11/2011 00:00
74,"droid-life.com",43479,11390,1,15,2256253,168892,82297,04/01/2010 00:00,10/08/2013 00:00,"8.29.132.90","8.29.132.0","US","com",60,39,15,01/12/2011 00:00,08/12/2011 00:00
75,"ilove.ky",379,-1,1,15,1540,15115,14269,17/05/2011 00:00,10/08/2013 00:00,"174.133.8.250","174.133.8.0","US","ky",15,2,15,25/11/2011 00:00,25/11/2011 00:00
76,"free-vps.info",91,-1,1,15,6886,45881,33212,10/09/2010 00:00,09/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","info",8,0,15,22/11/2011 00:00,25/11/2011 00:00
77,"marenguse.com",190,-1,1,15,1334,5350,2758,18/06/2009 00:00,10/08/2013 00:00,"72.167.232.83","72.167.232.0","US","com",14,9,15,21/11/2011 00:00,22/11/2011 00:00
78,"homebusinessmag.com",10942,164726,1,14,538748,729590,240841,14/01/2008 00:00,10/08/2013 00:00,"198.1.89.208","198.1.89.0","US","com",44,50,14,13/03/2013 00:00,30/03/2013 00:00
79,"master-mine.co.cc",52,-1,1,14,567,1051,908,05/04/2010 00:00,12/11/2012 00:00,"78.29.1.22","78.29.1.0","RU","cc",6,3,14,26/11/2011 00:00,22/12/2011 00:00
80,"vegashomeworth.com",28,-1,1,14,100,2100,1107,15/10/2011 00:00,02/02/2013 00:00,"68.178.232.100","68.178.232.0","US","com",7,1,14,02/12/2011 00:00,09/12/2011 00:00
81,"manurodriguez.com",187,-1,1,14,2834,3553,2083,07/12/2010 00:00,01/08/2013 00:00,"134.0.11.57","134.0.11.0","ES","com",10,1,14,21/11/2011 00:00,21/11/2011 00:00
82,"dmzp.info",68,-1,1,14,1055,1017,488,30/10/2008 00:00,10/08/2013 00:00,"66.147.244.68","66.147.244.0","US","info",10,1,14,11/07/2012 00:00,21/08/2012 00:00
83,"cnknepal.com",712,-1,1,14,4787,10497,6318,25/05/2008 00:00,04/08/2013 00:00,"69.43.161.174","69.43.161.0","US","com",20,9,14,05/12/2011 00:00,19/12/2011 00:00
84,"raidandpillage.com",146,-1,1,14,12877,194,141,07/04/2008 00:00,10/08/2013 00:00,"66.79.165.46","66.79.165.0","US","com",14,7,14,05/12/2011 00:00,02/05/2012 00:00
85,"lowestequityrates.info",1754,-1,1,14,30787,213687,184056,16/04/2010 00:00,10/08/2013 00:00,"208.73.211.152","208.73.211.0","US","info",26,3,14,22/11/2011 00:00,22/11/2011 00:00
86,"updale.net",3304,657880,1,13,109095,181480,139665,25/10/2010 00:00,10/08/2013 00:00,"173.201.246.128","173.201.246.0","US","net",29,6,13,14/10/2011 00:00,14/10/2011 00:00
87,"raymondkolbe.com",46,-1,1,13,342,890,587,13/06/2010 00:00,09/08/2013 00:00,"69.89.31.166","69.89.31.0","US","com",13,4,13,29/11/2011 00:00,20/12/2011 00:00
88,"bluboxlive.com",1015,-1,1,13,5027,5616,2578,28/02/2008 00:00,07/05/2012 00:00,"92.42.70.10","92.42.70.0","NO","com",8,2,13,04/12/2011 00:00,24/04/2012 00:00
89,"wowgoldsafe.co.uk",2187,-1,1,13,195002,11274,9965,09/11/2011 00:00,10/08/2013 00:00,"46.252.204.19","46.252.204.0","NL","uk",42,11,13,27/11/2011 00:00,27/11/2011 00:00
90,"brownbook.net",47539,12846,1,12,1839383,12778523,761479,21/04/2008 00:00,10/08/2013 00:00,"208.113.97.198","208.113.97.0","US","net",49,31,12,14/11/2011 00:00,06/04/2012 00:00
91,"twoquick.com",585,383459,1,12,428914,32762,16043,25/10/2009 00:00,10/08/2013 00:00,"64.37.52.22","64.37.52.0","US","com",24,14,12,14/02/2013 00:00,18/02/2013 00:00
92,"infomoto3.com",619,-1,1,12,22199,2273,663,27/05/2011 00:00,15/07/2013 00:00,"184.107.63.247","184.107.63.0","CA","com",14,4,12,06/12/2011 00:00,06/12/2011 00:00
93,"mymarks.info",1039,-1,1,12,25680,156673,59612,01/04/2009 00:00,10/08/2013 00:00,"50.63.202.43","50.63.202.0","US","info",15,1,12,07/11/2011 00:00,07/11/2011 00:00
94,"free-gift-certificate-template.com",1207,-1,1,12,8011,3075,2350,04/06/2010 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",19,1,12,01/12/2011 00:00,10/02/2012 00:00
95,"luissoria.org",16,-1,1,12,32,725,593,19/04/2011 00:00,05/08/2013 00:00,"66.96.160.134","66.96.160.0","US","org",9,0,12,25/11/2011 00:00,25/11/2011 00:00
96,"hourgone.com",342,-1,1,12,12644,77039,48283,04/12/2012 00:00,10/08/2013 00:00,"50.21.178.88","50.21.178.0","US","com",35,1,12,09/10/2012 00:00,04/12/2012 00:00
97,"popo.lt",3189,404545,1,11,1004809,145377,97609,22/09/2009 00:00,10/08/2013 00:00,"92.61.38.106","92.61.38.0","LT","lt",43,22,11,03/12/2011 00:00,30/04/2012 00:00
98,"comenius-exchange.eu",54,-1,1,11,320,1011,732,25/11/2011 00:00,10/08/2013 00:00,"37.230.96.166","37.230.96.0","NL","eu",18,3,11,21/11/2011 00:00,24/12/2011 00:00
99,"daveychu.com",35,-1,1,11,196,326,285,20/06/2009 00:00,23/07/2013 00:00,"46.30.211.56","46.30.211.0","DK","com",10,2,11,04/12/2011 00:00,04/12/2011 00:00
100,"math-t.com",85,-1,1,11,1364,372665,90370,14/02/2010 00:00,10/08/2013 00:00,"72.9.158.78","72.9.158.0","US","com",12,1,11,28/05/2013 00:00,28/05/2013 00:00
101,"moddedlife.com",33,-1,1,11,78,65830,55572,13/11/2010 00:00,10/08/2013 00:00,"97.74.181.1","97.74.181.0","US","com",10,0,11,05/12/2011 00:00,05/12/2011 00:00
102,"alfadesarrolloweb.com",474,-1,1,11,134627,68061,24749,23/10/2009 00:00,09/08/2013 00:00,"107.6.16.13","107.6.16.0","US","com",18,3,11,13/12/2011 00:00,13/12/2011 00:00
103,"digipai.com",51,-1,1,11,983,1139,663,31/03/2011 00:00,10/08/2013 00:00,"64.111.127.251","64.111.127.0","US","com",11,7,11,29/11/2011 00:00,08/12/2011 00:00
104,"themabusscarab.com",141,-1,1,11,920,9207,7023,25/05/2011 00:00,01/08/2013 00:00,"69.43.161.174","69.43.161.0","US","com",13,3,11,04/12/2011 00:00,02/01/2012 00:00
105,"haperlot.com",90,-1,1,10,265,204,194,26/06/2012 00:00,10/08/2013 00:00,"69.89.31.76","69.89.31.0","US","com",12,1,10,13/07/2012 00:00,09/07/2013 00:00
106,"arxiugavin.com",4244,55879,1,9,77060,370517,146913,19/11/2008 00:00,31/07/2013 00:00,"50.22.65.158","50.22.65.0","US","com",24,15,9,16/05/2013 00:00,16/05/2013 00:00
107,"arps.org",3710,487646,1,9,348129,74074,45648,21/01/2008 00:00,10/08/2013 00:00,"159.250.23.4","159.250.23.0","US","org",35,23,9,23/11/2011 00:00,09/01/2012 00:00
108,"celestialmirror.org",86,-1,1,9,315,198,103,18/06/2012 00:00,27/07/2012 00:00,"209.217.209.33","209.217.209.0","US","org",6,1,9,21/12/2011 00:00,13/06/2012 00:00
109,"localcontractorsservice.com",971,-1,1,9,10033,51553,36174,11/01/2009 00:00,09/08/2013 00:00,"69.89.31.136","69.89.31.0","US","com",14,25,9,26/11/2011 00:00,26/11/2011 00:00
